submitted_on,latitude,longitude,waste_active,type_of_wastesite,site_open_year,site_managed_local,site_close_year,site_years_open,waste_state,waste_category,pollution_evidence,solidwaste_source,municipal_pop_served,municipal_ops_type,municipal_ops_other,commercial_ops_type,industrial_ops_type,sludge_source,sludge_source_other,sludge_ops_type,sludge_ops_other,drinking_treatment,drinking_sludge_local,waste_water_treatment,waste_water_board_mgmt,waste_water_manager,waste_water_sludge_local,waste_water_category
23/11/2018,-13.8865056,33.505303,Yes,Human,6/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/11/2018,-12.9703796,33.6111167,Yes,Human,5/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/11/2018,-12.2341793,33.9922732,Yes,NA,6/1/2006,Yes,NA,NA,Liquid waste,Non-hazardous waste,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
23/11/2018,-12.2341933,33.992085,Yes,NA,6/1/2006,Yes,NA,NA,Liquid waste,Non-hazardous waste,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
23/11/2018,-12.2338213,33.9920543,Yes,NA,4/1/1996,Yes,NA,NA,Liquid waste,Non-hazardous waste,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
23/11/2018,-13.7023775,34.8966532,Yes,NA,5/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
23/11/2018,-13.7005471,33.6618498,Yes,NA,7/1/2015,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
23/11/2018,-13.7007303,33.6622481,Yes,NA,7/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
23/11/2018,-13.7368882,33.7138833,Yes,Human,2/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
23/11/2018,-13.7030236,34.8959763,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/11/2018,-14.7568577,35.5005564,Yes,NA,9/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/11/2018,-13.8955063,33.3470888,Yes,NA,10/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/11/2018,-15.0432198,35.4648126,Yes,NA,3/1/2016,Yes,NA,NA,Solid waste,Household waste,No,Municipal - community waste site,50 - 500,Incineration (Burning of Waste) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/11/2018,-15.0432871,35.4645303,Yes,NA,4/1/2016,Yes,NA,NA,Solid waste,Household waste,No,Municipal - community waste site,50 - 500,Incineration (Burning of Waste) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-13.7321065,33.7046224,Yes,NA,7/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
24/11/2018,-13.7320653,33.7045789,Yes,NA,2/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
24/11/2018,-13.8955137,33.3454755,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-13.6294667,33.8410783,Yes,NA,1/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-13.3340896,33.2984572,Yes,NA,2/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-15.0989695,34.946547,Yes,NA,5/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
24/11/2018,-14.1279707,33.4137939,Yes,NA,5/1/2016,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-13.3465257,33.2901784,Yes,NA,4/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-12.8974794,33.60454,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-12.9139363,33.6070031,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-12.8973984,33.6047142,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-13.7921109,33.3350954,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-13.4408036,33.3935106,Yes,Human,6/1/2010,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-13.8028374,33.2982373,Yes,NA,3/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-13.8027415,33.2981342,Yes,Human,3/1/2017,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-13.8031263,33.297689,Yes,NA,3/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-14.0774099,34.1389056,Yes,NA,8/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-14.2245171,34.3253706,Yes,NA,2/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-14.0815434,34.1326832,Yes,NA,4/1/2016,No,NA,NA,Solid waste,Household waste,NA,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-14.0813098,34.1325614,Yes,NA,5/1/2014,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-14.0812826,34.1325284,Yes,NA,4/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-14.0813127,34.1327156,Yes,NA,4/1/2013,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-14.0811937,34.1329359,Yes,NA,4/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-14.0808458,34.1327202,Yes,NA,4/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/11/2018,-14.0808332,34.1330479,Yes,NA,4/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2018,-14.463409,34.0722539,Yes,NA,2/1/2018,No,NA,NA,Liquid waste,Household waste,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
25/11/2018,-13.8837014,33.5054634,Yes,NA,5/1/2014,No,NA,NA,Solid waste,Household waste,Yes,Municipal - community waste site,500 - 2500,Disposal (Landfill) Unlicensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2018,-13.7320231,33.7045739,Yes,NA,8/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
25/11/2018,-14.0819086,34.1336867,Yes,NA,7/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2018,-14.0811342,34.1331658,Yes,NA,6/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2018,-14.0811571,34.1331011,Yes,NA,4/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2018,-13.7320783,33.7045919,Yes,NA,7/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
25/11/2018,-14.0811804,34.1337728,Yes,NA,4/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2018,-13.732013,33.704528,Yes,NA,7/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
25/11/2018,-14.0812452,34.1338207,Yes,NA,4/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2018,-14.0813292,34.133846,Yes,NA,6/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2018,-13.7482317,33.723985,Yes,NA,11/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
25/11/2018,-13.7482236,33.7237354,Yes,NA,10/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
25/11/2018,-13.7486182,33.7248643,Yes,NA,6/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
25/11/2018,-14.081172,34.1332458,Yes,Human,6/1/2013,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2018,-14.0774783,34.1174768,Yes,Human,4/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/11/2018,-14.0776933,34.1179434,Yes,NA,5/1/2013,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/11/2018,-14.6527034,35.7397608,Yes,Human,1/1/2016,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/11/2018,-14.6877,35.7393282,Yes,Human,5/1/2018,No,NA,NA,Solid waste,Non-hazardous waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/11/2018,-14.4313783,33.7179149,Yes,Human,10/1/2011,Yes,NA,NA,Solid waste,Medical waste,Yes,Municipal - community waste site,500 - 2500,Other,Medical waste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/11/2018,-14.4313733,33.7177867,Yes,NA,6/1/1990,Yes,NA,NA,Liquid waste,Hazardous waste,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
26/11/2018,-13.8105754,33.7341069,Yes,NA,11/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/11/2018,-13.8115108,33.7341206,Yes,NA,11/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/11/2018,-14.091791,34.1324322,Yes,NA,4/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/11/2018,-14.091406,34.1329598,Yes,NA,5/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/11/2018,-14.0913671,34.132763,Yes,NA,5/1/2016,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/11/2018,-13.8120213,33.7322198,Yes,Human,11/1/2017,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/11/2018,-14.0980757,34.1395916,Yes,NA,9/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/11/2018,-13.8097615,32.8926613,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/11/2018,-13.7253248,33.6738429,Yes,NA,6/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
26/11/2018,-13.7252465,33.6738247,Yes,NA,7/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
26/11/2018,-13.7251335,33.6736838,Yes,NA,8/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
27/11/2018,-13.7320176,33.7045034,Yes,NA,3/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
27/11/2018,-13.7320546,33.704566,Yes,NA,8/1/2014,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
27/11/2018,-13.7321266,33.7046159,Yes,NA,6/1/2014,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
27/11/2018,-13.7320916,33.7046121,Yes,NA,8/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
27/11/2018,-13.732147,33.7046439,Yes,NA,7/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
27/11/2018,-13.7320716,33.7046043,Yes,NA,8/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
27/11/2018,-13.7320866,33.7046284,Yes,NA,7/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
27/11/2018,-13.7320083,33.7045196,Yes,NA,7/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
27/11/2018,-13.8053787,32.8995053,Yes,NA,7/1/2015,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/11/2018,-14.0222985,33.4196455,Yes,NA,1/1/2014,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/11/2018,-14.0215372,33.4198629,Yes,Human,1/1/2015,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/11/2018,-13.7307354,33.710302,Yes,NA,7/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
27/11/2018,-14.44676,33.9390525,Yes,NA,10/1/2017,Yes,NA,NA,Solid waste,Medical waste,Yes,Municipal - community waste site,"More than 10,000",Handling and Storage Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/11/2018,-14.4467896,33.9390105,Yes,NA,10/1/2017,Yes,NA,NA,Solid waste,Medical waste,Yes,Municipal - community waste site,"More than 10,000",Handling and Storage Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/11/2018,-14.4468035,33.9390755,No,NA,NA,NA,10/1/2017,15,Solid waste,Medical waste,Yes,Municipal - community waste site,"More than 10,000",Handling and Storage Licensed Operation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/11/2018,-14.4469467,33.9388767,Yes,Human,10/1/2017,Yes,NA,NA,Liquid waste,Medical waste,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Industrial or Mixed sources
27/11/2018,-14.4212882,35.2211433,Yes,NA,5/1/2018,No,NA,NA,Solid waste,Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/11/2018,-14.4216667,35.2211776,Yes,Human,11/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-13.7320612,33.7045685,No,NA,NA,NA,11/1/2018,2,"Solid waste, Liquid waste",Household waste,Yes,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
28/11/2018,-13.7320838,33.7046558,Yes,Human,2/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
28/11/2018,-13.7320781,33.7044992,Yes,Human,8/1/2018,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
28/11/2018,-14.5469218,35.1910268,Yes,NA,7/1/2017,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-14.9111493,35.051473,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-14.9110971,35.0519023,Yes,Human,5/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-14.9108631,35.051823,Yes,NA,9/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-14.9109248,35.0523344,Yes,Human,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-14.9106017,35.0523883,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-14.9106317,35.0522483,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-14.910567,35.0518949,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-14.9112383,35.0522333,Yes,NA,9/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-14.9120273,35.0506855,Yes,Human,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-14.9115873,35.0507205,Yes,Human,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-15.0894133,34.9566167,Yes,NA,5/1/2016,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
28/11/2018,-14.9085868,35.0500784,Yes,NA,6/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-13.7837925,33.3869239,Yes,Human,6/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-14.9087462,35.0506601,Yes,NA,7/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-14.9090134,35.0506692,Yes,NA,8/1/2018,No,NA,NA,Solid waste,Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/11/2018,-15.0989817,34.946615,Yes,NA,3/1/2015,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,NA,Waste water discharge from Domestic or Municipal sources
29/11/2018,-13.732066,33.7045661,Yes,Human,7/1/2017,No,NA,NA,"Solid waste, Liquid waste",Household waste,No,Domestic - household (< 50 people),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,Household,No,Stagnant water from a Water Point or Water Discharge Point
